State,County,FIPS Code,Geographic Coordinates,Life Expectancy,Current Adult Asthma,Stroke,COPD,CHD,High Blood Pressure ,Delay (congestion) per capita/census tract,Flooding risk to roads,Lane miles per capita,Road Quality and Maintenance,Public Transit Performance,Residential Energy Cost Burden,EV Charging Stations,Modified Retail Food Environment Index,Food Insecurity,Total vehicle miles traveled per capita,Passenger vehicle miles traveled per capita,Truck vehicle miles traveled per capita,Heavy Duty Vehicle vehicle miles traveled per capita,Proximity to Ports,Rail Crossings,Traffic Proximity and Volume,National Transportation Noise Map,Risk-Screening Environmental Indicators (RSEI) ,Air Tox Respiratory,Air Tox Neurological,Air Tox Liver,Air Tox Developmental,Air Tox Reproductive,Air Tox Kidney,Air Tox Immunological,Air Tox Thyroid,Air Tox Total Cancer Risk,Black Carbon,Agricultural pesticides,Lead Paint: % housing units built before 1960,Lead in drinking water violations,Brownfields,Stream Toxicity Risk-Screening Environmental Indicators (RSEI),NPL sites,Hazardous Waste Management Facilities (TSDFs) ,Facilities with Enforcement or Violation,Landfills,TSCA Facilities ,Risk Management Plan Facilities,Chemical Manufacturers,Metal Recyclers,Annual average PM2.5 concentrations,NO2 concentration,Ozone concentration,Parks and Greenspace,Impermeable Surfaces,Forest Land Cover,Temperature-related mortality,Deaths from climate disasters,Increased PM2.5 mortality - CVD (ages 65+),Increased Ozone mortality (all ages),Increase in childhood asthma incidence,Aedes aldopictus dengue transmission increase,Aedes aegypti dengue transmission increase,Aedes aegypti zika transmission increase,FEMA Hazard Mitigation Grants ,Flooding risk to properties,Residential Energy Expenditures (% change),Methane Emissions,Cold Wave - Annualized Frequency,Days with maximum temperature above 35 C,Days with maximum temperature above 40C,Frost Days,Maximum of maximum temperatures,Mean temperature,Urban Heat Island Extreme Heat Days,Drought - Annualized Frequency,Consecutive Dry Days,Wildfire - Annualized Frequency,Surface PM2.5,Snowfall,Standardized Precip Index
IL,DuPage,17043846307,"+41.7662233,-088.0388275",81.9,9,2.4,5.5,4.7,28.8,74,1.43,0,81.05,3.95,2,4.469652859,13,6,72.42,66.66,2.24,3.52,,0,2057.86968138757,55.4166412,4780,0.4,0.06,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,48.4080415721091,0,,0.137828831479894,0.095910681609151,3.45912594817949,1.655810874,0.361471525,,0.305788976942614,0.241585626,0.218413832,8.883,3.997,37.52,1,49,0.1,-1.856730802,5220,-0.00011,4.43E-06,-0.000105,0,2,4,21662611.62,0.5,0.031368797,5021090839552,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,2.86E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846308,"+41.7391027,-088.0352355",,8.6,2.2,4.9,4.2,27.2,74,1.38,0,87.95,2.4,2,8.172326066,,6,66.05,60.16,2.31,3.58,,0,3227.55391759806,55.8093491,3340,0.4,0.06,0.01,0.06,0.08,0.009,0.02,0.03,30,9.91791983,4.452574526,64.2357917793463,0,,0.504195480142771,0.114649977597199,2.40280857501541,1.219261521,1.040715941,,0.188094615388952,0.068002739,0.030428529,8.85,4.098,37.73,4,51,0.4,-1.856730802,5220,-0.00017,4.43E-06,-0.000146,0,2,4,21662611.62,0.5,0.031368797,5021090839552,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,16.6666666666667,4.277777777,-0.212364414,2.32E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846310,"+41.7439997,-088.0448146",78.2,9.4,2.3,5.3,4.1,27,74,1.37,0,99.76,2.5,2,7.768168807,,6,5.02,4.73,0.19,0.1,,0,347.019741114086,53.4845886,3810,0.4,0.06,0.01,0.06,0.08,0.009,0.02,0.03,30,9.91791983,4.452574526,52.4758939239437,0,,0.662905610292385,0.106128692591491,2.06933852010433,1.381811102,1.25459839,,0.192715338586978,,,9.1,4.016,37.71,1,49.5,0,-1.856730802,5220,-0.00014,4.43E-06,-7.2E-05,0,2,4,21662611.62,0.5,0.031368797,5021090839552,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,16.6666666666667,4.277777777,-0.212364414,2.16E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846311,"+41.7333822,-088.0523073",,8.8,2.2,5,4.2,29,74,1.34,0,82.07,2.5,2,8.081437667,,6,7.96,7.48,0.32,0.16,,0,290.568524647045,54.1921692,4930,0.4,0.06,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,56.6774438443641,0,,0.104811318373215,0.102052766072921,1.62214689182307,1.984929845,1.709693034,,0.208011633553527,0.075707323,,8.75,4.076,37.86,2,39.3,0.8,-1.856730802,5220,-0.00011,4.43E-06,-0.000108,0,2,4,21662611.62,0.5,0.031368797,5021090839552,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,16.6666666666667,4.277777777,-0.212364414,2.14E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846312,"+41.7808695,-088.0844041",78.8,8.4,1.7,4.1,3.5,23.6,74,1.58,0,128.51,3.7,2,5.863883257,,6,11.71,11.34,0.23,0.13,,0,41.5052253173713,54.2555389,4170,0.4,0.06,0.01,0.06,0.08,0.009,0.02,0.03,30,9.91791983,4.452574526,41.2633411956525,0,,0.115462099548864,0.099658933612345,1.12292448982509,1.506934519,0.085037866,,0.313056806632582,0.843021076,0.693042757,8.725,3.893,37.47,4,34.4,6.8,-1.856730802,5220,-1E-04,4.43E-06,-0.000175,0,2,4,21662611.62,0.5,0.031368797,5021090839552,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,8.26E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846313,"+41.7645713,-088.0835255",80.5,8,1.8,3.9,3.8,25.7,74,1.45,0,123.6,3.63,1,3.885297427,,6,11.84,10.82,0.75,0.28,,0,155.510115438446,55.0488396,5580,0.4,0.06,0.01,0.06,0.08,0.009,0.02,0.03,30,9.91791983,4.452574526,62.800738661387,0,,0.076086037303217,0.088880884205871,0.761511793827738,1.426823812,0.705384081,,0.226630244058556,0.494764422,0.284407422,8.789,3.843,37.45,9,30.6,18.2,-1.856730802,5220,-0.00011,4.43E-06,-9.28E-05,0,2,4,21662611.62,0.5,0.031368797,4783812798426,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,8.74E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846314,"+41.7788469,-088.0456205",80.7,8.4,2.1,4.7,4.3,27.4,74,1.47,0,92.93,3.95,1,4.434550524,,6,63.13,58.08,1.82,3.22,,0,3337.04206830504,54.6123085,3350,0.4,0.06,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,24.8550163806144,0,,0.267329672714006,0.084992333314332,2.32349370699527,2.03163792,0.135771452,,0.562394724582219,0.70048252,0.501888853,8.933,4.098,37.36,1,36.7,0.4,-1.856730802,5220,-0.00011,4.43E-06,-0.00016,0,2,4,21662611.62,0.5,0.031368797,5021090839552,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,1.74E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846315,"+41.7765212,-088.0655755",80.8,8.4,2.3,5,4.9,30,74,1.5,0,119.02,4.13,1,4.533812118,,6,21.29,20.21,0.8,0.29,,0,465.048195181363,54.5605507,4180,0.4,0.06,0.01,0.06,0.08,0.009,0.02,0.03,30,9.91791983,4.452574526,33.8344542632505,0,,0.073841938248408,0.087648606032094,1.69760002773894,1.982025365,0.391230769,,0.542033006272779,0.70271349,0.634994215,8.822,4.024,37.27,6,37.2,0.2,-1.856730802,5220,-0.00011,4.43E-06,-0.000122,0,2,4,21662611.62,0.5,0.031368797,5021090839552,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,2.55E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846404,"+41.7833283,-088.1578718",78.9,8.8,2.6,5.5,5.3,29.7,74,1.52,0,204.04,3.5,2,5.109491587,8,6,15.24,14.67,0.43,0.14,,1,851.405277279766,51.6694717,5180,0.4,0.06,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,50.9870130360809,0,0.193614758,0.19226121909464,0.181660139030177,2.14387238598929,0.414087667,,,0.70522376462828,0.312047457,0.683318835,9.033,3.606,37.37,4,47.5,2.5,-1.856730802,5220,-0.00011,4.43E-06,-0.000105,0,2,4,21662611.62,0.5,0.031368797,433505973696,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.6666666666667,4.277777777,-0.212364414,1.62E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846405,"+41.7986200,-088.1692200",80.8,7.9,2.7,5.2,5.7,32.2,74,1.63,0,89.41,2.65,1,4.389197713,8,6,115.98,106.93,2.99,6.06,,0,320.01706910198,55.3960991,4480,0.4,0.06,0.01,0.07,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,42.4551208144439,0,0.58550522,0.44649862915793,0.217448804920688,2.40652685546266,1.041958517,,,0.861248482085433,0.461223377,0.564215108,9.037,3.686,37.28,7,37.7,11.7,-1.856730802,5220,-0.00012,4.43E-06,-0.000106,0,2,4,21662611.62,0.5,0.031368797,467721177620,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.6666666666667,8.555555555,-0.212364414,1.15E-05,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846408,"+41.7927169,-088.2364204",,7.5,1.5,3.2,3,22.8,74,1.45,0,57.75,3.4,1,6.116252607,,6,37.04,35.38,0.52,1.14,,3,196.151066922456,52.4126816,3660,0.4,0.05,0.01,0.06,0.07,0.009,0.02,0.02,30,9.91791983,4.452574526,52.1694488280274,0,0.213417375,,0.127625337048374,3.4256307055638,3.184268055,,,1.21761638216198,3.837724444,0.253533983,9.175,3.363,37.5,3,48.1,0.5,-1.856730802,5220,-0.00011,4.43E-06,-9.03E-05,0,2,4,21662611.62,0.5,0.031368797,555636087178,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,16,10.11111111,-0.212364414,7.51E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846409,"+41.7985407,-088.2527109",79.9,8.4,2,4.6,3.9,26.4,74,1.42,0,53.43,3.4,1,3.88790126,,6,62.08,57.6,1.42,3.06,,0,72.7431196129054,54.9277916,4000,0.4,0.05,0.01,0.06,0.08,0.009,0.02,0.03,30,9.91791983,4.452574526,55.2816621138551,0,0.154321614,,0.138585494773892,2.78791923659947,2.494219747,,,2.3086877267335,3.257968308,0.120542488,9.214,3.323,37.46,4,39.3,6.8,-1.856730802,5220,-0.00011,4.43E-06,-9.25E-05,0,2,4,21662611.62,0.5,0.031368797,2598587893120,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.6666666666667,10.11111111,-0.212364414,7.09E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846410,"+41.7931905,-088.2112052",76.5,7.8,1.5,3.3,2.9,22.1,74,1.52,0,101.42,3.5,1,8.907449411,,6,18.92,17.1,1.06,0.76,,0,963.495020678062,51.2754593,3350,0.4,0.06,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,64.4852479396059,0,0.251484222,0.10510253156691,0.179680651618496,3.290643150262,3.107879742,,,0.547544945493896,2.364236447,0.72478136,9.201,3.45,37.62,2,54.2,0,-1.856730802,5220,-0.00011,4.43E-06,-0.000189,0,2,4,21662611.62,0.5,0.031368797,439309995680,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.6666666666667,8.555555555,-0.212364414,4.91E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846411,"+41.7985308,-088.2184560",79.8,8.3,1.3,3.1,2.5,19.8,74,1.51,0,100.97,2.9,1,5.428492788,,6,44.58,40.35,1.49,2.74,,4,405.881893260635,54.77071,3490,0.4,0.05,0.01,0.06,0.08,0.01,0.02,0.02,30,9.91791983,4.452574526,55.73242034923,0,0.427961601,0.0795366485350955,0.18871670352255,3.13141157342658,2.86252408,,,0.567144399190889,1.508231304,0.421276774,9.205,3.46,37.27,2,47,0.6,-1.856730802,5220,-0.00011,4.43E-06,-0.00017,0,2,4,21662611.62,0.5,0.031368797,2511762470101,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.6666666666667,10.11111111,-0.212364414,5.16E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846412,"+41.7833562,-088.1932835",79.2,8,2.2,4.2,4.4,27.4,74,1.52,0,119.86,3.5,1,9.330471845,,6,20.27,18.97,0.77,0.52,,0,483.123616353826,53.0189705,4410,0.4,0.06,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,62.800738661387,0,0.231040146,0.233088458568228,0.187843434674793,2.94067331233322,2.383146109,,,0.516899874944065,1.467293018,0.918015098,9.211,3.562,37.25,4,59.9,0,-1.856730802,5220,-0.00011,4.43E-06,-0.000137,0,2,4,21662611.62,0.5,0.031368797,435128857830,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.6666666666667,8.555555555,-0.212364414,6.33E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846413,"+41.8061622,-088.1961221",82,7.9,2.8,5,6,32,74,1.69,0,89.89,2.65,1,3.708051427,,6,136.69,124.68,4.25,7.76,,0,373.116343221012,56.5907097,3010,0.4,0.05,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,41.0243429738024,0,0.772118882,0.542219125502076,0.247461716775258,3.36605771644888,1.674589122,,,0.633438372540602,0.80382923,0.48359526,9.167,3.674,37.21,4,56.3,0.1,-1.856730802,5220,-1E-04,4.43E-06,-0.00013,0,2,4,21662611.62,0.5,0.031368797,840674324944,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.6666666666667,8.944444444,-0.212364414,1.51E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846504,"+41.7718844,-088.1622346",83.3,8.9,2.8,6.1,5.7,31.3,74,1.46,0,196.66,3.5,1,6.49765527,12,6,17.48,16.98,0.36,0.14,,2,423.310236857304,52.6813507,5200,0.4,0.06,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,33.3477649621312,0,0.052598372,0.640755474575598,0.152735497836139,2.26365210472952,0.586254667,,,0.455463942891459,0.726352158,0.755357837,9.107,3.549,37.35,9,45.6,4,-1.856730802,5220,-1E-04,4.43E-06,-0.000109,0,2,4,21662611.62,0.5,0.031368797,433505973696,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.6666666666667,4.277777777,-0.212364414,1.21E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846507,"+41.7699619,-088.2354248",,8.3,1.3,3,2.3,20,74,1.31,0,101.01,3.45,1,8.568926169,,6,17.57,17.1,0.24,0.23,,6,73.524339790113,52.3097801,3010,0.4,0.06,0.01,0.06,0.07,0.009,0.02,0.03,30,9.91791983,4.452574526,62.800738661387,0,0.243195817,,0.108666939065812,3.49569580611138,3.075436875,,,0.851529933608278,4.195976575,0.482889279,9.222,3.357,37.47,1,50.4,3.8,-1.856730802,5220,-0.00013,4.43E-06,-0.000129,0,2,4,21662611.62,0.5,0.031368797,439309995680,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.6666666666667,9.333333333,-0.212364414,3.07E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846509,"+41.7618593,-088.2185919",79.5,8.9,1.7,3.7,2.8,23.1,74,1.19,0,182.89,3.45,1,10.30966168,,6,15.31,14.87,0.22,0.21,,2,192.92825878606,54.2027588,3730,0.4,0.06,0.01,0.06,0.07,0.009,0.02,0.02,30,9.91791983,4.452574526,62.800738661387,0,,,0.110296754274045,4.98155862289245,2.605464089,,,0.215952786923377,4.303855838,0.635355406,9.175,3.33,37.42,3,66.6,0,-1.856730802,5220,-0.00011,4.43E-06,-0.000148,0,2,4,21662611.62,0.5,0.031368797,439309995680,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.6666666666667,8.555555555,-0.212364414,2.24E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846510,"+41.7510746,-088.2195071",80,8.8,1.5,3.6,2.8,21.5,74,1.19,0,142.55,3.45,2,9.814166463,,6,31.72,30.34,0.84,0.54,,0,729.353317771449,54.8779602,2120,0.4,0.06,0.01,0.06,0.08,0.009,0.02,0.02,30,9.91791983,4.452574526,56.4993386714272,0,,,0.100831988556211,3.26643452503712,1.964945544,,,0.167065175817684,4.185709417,0.435064598,9.197,3.271,37.24,2,56.4,0,-1.856730802,5220,-0.00017,4.43E-06,-0.000113,0,2,4,21662611.62,0.5,0.031368797,439309995680,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.6666666666667,4.277777777,-0.212364414,0,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846511,"+41.7284535,-088.2496864",,9.6,2,5,3.5,24.4,74,1.19,0,144.51,3.4,2,2.951881599,,6,4.09,3.72,0.25,0.12,,1,119.14317128958,54.72052,4220,0.3,0.05,0.01,0.05,0.06,0.009,0.02,0.02,30,9.91791983,4.452574526,65.8445258317954,0,,,0.078742651423648,2.41293679815447,0.993795574,0.053384162,,0.142666892594222,2.294167331,,8.783,3.124,37.12,7,44.1,0,-1.856730802,5220,-0.00011,4.43E-06,-9.75E-05,0,2,4,21662611.62,0.5,0.031368797,439309995680,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,17,4.277777777,-0.212364414,4.53E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846513,"+41.7276849,-088.2203155",81.4,7.7,1.8,3.7,3.7,26.2,74,1.35,0,119.81,3.45,1,6.822969959,,6,11.29,10.47,0.5,0.32,,1,142.897908828918,51.3344002,2030,0.3,0.05,0.01,0.05,0.07,0.009,0.02,0.02,30,9.91791983,4.452574526,56.0561291419285,0,,,0.0823788423460605,2.81342500077542,0.395286651,0.058455173,,0.177209236367841,2.418479931,0.059787574,8.833,3.28,37.45,2,39.8,0,-1.856730802,5220,-1E-04,4.43E-06,-6.2E-05,0,2,4,21662611.62,0.5,0.031368797,439309995680,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,17,4.277777777,-0.212364414,7.61E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846514,"+41.7404180,-088.2212380",80.5,7.6,1.5,3.2,2.9,22.4,74,1.2,0,124.47,3.45,1,8.789193304,,6,22.66,21.12,0.96,0.58,,0,319.456093354758,55.4418297,4110,0.4,0.05,0.01,0.05,0.07,0.009,0.02,0.03,30,9.91791983,4.452574526,62.800738661387,0,,,0.0905062971942735,2.87544136701725,0.991475929,,,0.164366011563283,3.405803255,0.20116959,9.025,3.322,37.33,2,42,0.5,-1.856730802,5220,-0.00012,4.43E-06,-7.6E-05,0,2,4,21662611.62,0.5,0.031368797,439309995680,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,17,4.277777777,-0.212364414,9.82E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846515,"+41.7402510,-088.2396795",,8.8,1.6,3.9,2.9,23.3,74,1.19,0,146.65,3.4,2,5.455309488,,6,11.7,11.25,0.29,0.16,,1,392.649874488065,56.2680397,3310,0.3,0.05,0.01,0.05,0.07,0.009,0.02,0.02,30,9.91791983,4.452574526,64.3296013667014,0,,,0.086553874816546,2.78125376355695,1.137722378,,,0.1599923565282,3.705770172,0.059620429,8.911,3.213,37.28,6,43.7,0,-1.856730802,5220,-0.00014,4.43E-06,-0.000106,0,2,4,21662611.62,0.5,0.031368797,439309995680,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,17,4.277777777,-0.212364414,1.16E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846517,"+41.7622850,-088.2522933",,8.2,1.4,3.2,2.6,21.6,74,1.39,0,,3.4,1,5.786532509,,6,9.02,9.02,0,0,,1,114.923909745772,54.9295502,5000,0.4,0.06,0.01,0.05,0.07,0.009,0.02,0.02,30,9.91791983,4.452574526,62.800738661387,0,0.250693454,,0.099690241999744,3.48176821067975,2.264556469,,,0.465956282922639,4.409067012,0.212882015,9.047,3.2,37.72,3,45.5,2.2,-1.856730802,5220,-0.00013,4.43E-06,-0.000112,0,2,4,21662611.62,0.5,0.031368797,439309995680,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.6666666666667,8.944444444,-0.212364414,4.45E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846518,"+41.7485623,-088.2503066",81.2,8.3,1.7,3.7,3.2,24,74,1.19,0,145.08,3.4,1,3.980631948,,6,19.11,18.46,0.44,0.21,,0,199.139708809111,54.1885605,3070,0.4,0.05,0.01,0.05,0.07,0.008,0.02,0.02,30,9.91791983,4.452574526,45.5709901514396,0,0.086178778,,0.085129721928361,3.01699167156602,1.266795865,,,0.177451166913864,3.790928526,0.05698031,9.067,3.136,37.41,6,42,0,-1.856730802,5220,-1E-04,4.43E-06,-8.12E-05,0,2,4,21662611.62,0.5,0.031368797,439309995680,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,16.6666666666667,8.555555555,-0.212364414,2.58E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846519,"+41.7666756,-088.1914167",81,8.2,1.9,4,3.6,25,74,1.46,0,137.94,3.45,1,10.4367202,,6,62.03,59.79,1.38,0.86,,2,700.212543771839,53.9163513,3300,0.4,0.06,0.01,0.06,0.08,0.009,0.02,0.03,30,9.91791983,4.452574526,56.9939761791644,0,0.092236665,0.115736166549462,0.130213232082201,2.26814749840729,2.05349226,,,0.208435931898901,2.52429097,0.934990933,9.247,3.436,37.27,4,71.9,0,-1.856730802,5220,-0.00013,4.43E-06,-0.000119,0,2,4,21662611.62,0.5,0.031368797,435127155199,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.6666666666667,4.277777777,-0.212364414,3.33E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846521,"+41.7566039,-088.1763523",83.5,8.1,2,4.2,4.2,27.2,74,1.46,0,105.47,3.5,1,8.130679501,,6,9.64,9.53,0.09,0.03,,0,141.19968987801,54.8242798,3660,0.4,0.06,0.01,0.06,0.08,0.009,0.02,0.03,30,9.91791983,4.452574526,49.7295957551095,0,,0.122881015215951,0.117904333503164,1.75846431283825,0.803691698,,,0.171027435505527,0.905374449,0.79100453,9.18,3.443,37.52,2,43.4,0,-1.856730802,5220,-1E-04,4.43E-06,-8.33E-05,0,2,4,21662611.62,0.5,0.031368797,433505973696,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.6666666666667,4.277777777,-0.212364414,1.04E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846522,"+41.7511528,-088.1909178",78.2,7.6,1.4,2.9,2.6,21.4,74,1.46,0,110.45,3.5,1,9.606972893,,6,31.07,29.36,1.16,0.56,,0,591.038398603137,55.6631203,2440,0.4,0.06,0.01,0.06,0.08,0.009,0.02,0.03,30,9.91791983,4.452574526,57.7548236385394,0,,0.040046011510743,0.111829074527507,2.1617914358368,1.277798744,,,0.16527407668895,2.360318912,0.709710181,9.333,3.42,37.49,1,57.1,0.9,-1.856730802,5220,-0.00013,4.43E-06,-0.000127,0,2,4,21662611.62,0.5,0.031368797,434598097318,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,16.6666666666667,4.277777777,-0.212364414,6.98E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846523,"+41.7547344,-088.1584342",80.7,8.2,2.3,4.9,4.9,30.3,74,1.46,0,117.84,3.5,1,5.39491128,,6,21.61,20.48,0.83,0.31,,0,282.862513549079,54.7579193,2180,0.4,0.06,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,21.5977250197993,0,,0.192630436354081,0.112009294488849,1.47810314165056,0.597971869,,,0.172490566209269,,0.527137728,9.133,3.478,37.54,5,35.8,0.5,-1.856730802,5220,-1E-04,4.43E-06,-0.000137,0,2,4,21662611.62,0.5,0.031368797,433505973696,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.6666666666667,4.277777777,-0.212364414,1.74E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846524,"+41.7398665,-088.1758540",82.9,8,2,4.2,3.9,27.3,74,1.34,0,106.88,3.45,1,6.414729227,,6,47.7,44.63,2.04,1.04,,0,569.133319827853,56.0396614,4780,0.4,0.05,0.01,0.06,0.07,0.009,0.02,0.03,30,9.91791983,4.452574526,46.6553704993106,0,,0.102479572285188,0.095311894675936,0.921068749894011,0.728885197,,,0.229609299409516,1.45032591,0.297286978,9.261,3.446,37.52,6,16,12.6,-1.856730802,5220,-0.00012,4.43E-06,-8.92E-05,0,2,4,21662611.62,0.5,0.031368797,434117511332,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,17,4.277777777,-0.212364414,5E-05,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846603,"+41.9264422,-087.9948444",80.2,9.5,2.9,6.8,5.6,31,74,1.81,0,,2,3,2.581852476,,6,7.9,7.9,0,0,,0,110.92935557964,49.53545,20100,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.03,30,9.91791983,4.452574526,79.4030947928857,0,,2.04804359012514,0.054459213295219,7.99773037426444,8.169452227,,,1.8048131570545,8.481842041,,8.933,5.011,35.73,1,56.3,0,-1.856730802,5220,-0.00012,4.43E-06,-0.000125,0,2,4,21662611.62,0.5,0.031368797,578510082382,0.741350906,18.47701929,7.24572693,-31.82387012,3.761629271,3.573298049,13.6666666666667,8.555555555,-0.106266982,0,-2.565760866,-0.127504822,36.05511808
IL,DuPage,17043846604,"+41.9239718,-088.0159918",79.6,8.8,2.8,6.5,5.6,30.7,74,1.81,0,122.56,2,2,2.298541979,,6,20.32,19.17,0.68,0.47,,3,69.0437507294579,48.5606384,16100,0.4,0.1,0.05,0.09,0.1,0.04,0.06,0.03,30,9.91791983,4.452574526,64.6503818809009,0,,1.35158675563115,0.05670730347847,11.9076255413498,8.178565688,,,2.86224102406201,8.396880799,,9.056,4.817,34.81,3,59.9,0,-1.856730802,5220,-0.00011,4.43E-06,-9.04E-05,0,2,4,21662611.62,0.5,0.031368797,382536206804,0.741350906,19.16500725,7.579954413,-31.87968336,3.837225769,3.611457634,13.6666666666667,9.722222222,-0.202434333,8.76E-07,-2.503606091,-0.120288605,34.15624954
IL,DuPage,17043846701,"+41.9243413,-087.9789088",80.2,8.8,2.6,6.2,5.2,29.1,74,1.81,0,77.34,2.65,2,3.807589189,,6,25.71,25.34,0.18,0.2,,0,231.82448642843,50.9430199,12600,0.4,0.1,0.1,0.1,0.2,0.1,0.1,0.03,30,9.91791983,4.452574526,74.2934453108105,0,,5.14319753955886,0.052594475213898,7.74976526791756,7.349333494,,0.091561648,2.08323477030577,7.640121755,0.043944513,9,5.135,35.54,2,44.5,0.7,-1.856730802,5220,-0.00012,4.43E-06,-8.71E-05,0,2,4,21662611.62,0.5,0.031368797,611560364608,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,13.6666666666667,8.555555555,-0.090057746,8.91E-07,-2.576237202,-0.128721133,36.37517691
